Oly contig	SPID	SPID evalue	Gene Name
Ostrea_lur_contig6794	Q5U243	8.00E-07	CLIP3_XENLA CAP-Gly domain-containing linker protein 3 OS=Xenopus laevis GN=clip3 PE=2 SV=1
Ostrea_lur_contig6795	Q53HC0	7.00E-26	CCD92_HUMAN Coiled-coil domain-containing protein 92 OS=Homo sapiens GN=CCDC92 PE=2 SV=2
Ostrea_lur_contig6797	Q9BLJ6	1.00E-09	BAGS_BOMMO BAG domain-containing protein Samui OS=Bombyx mori GN=Samui PE=2 SV=1
Ostrea_lur_contig6799	A3FEM2	1.00E-38	FEV_DANRE Protein FEV OS=Danio rerio GN=fev PE=2 SV=1
Ostrea_lur_contig680	O60504	8.00E-47	VINEX_HUMAN Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=1
Ostrea_lur_contig6802	Q9C0I4	2.00E-18	THS7B_HUMAN Thrombospondin type-1 domain-containing protein 7B OS=Homo sapiens GN=THSD7B PE=2 SV=2
Ostrea_lur_contig6804	P14533	4.00E-15	CABO_LOLPE Squidulin OS=Loligo pealeii PE=1 SV=1
Ostrea_lur_contig6806	Q3V0Q1	1.00E-49	"DYH12_MOUSE Dynein heavy chain 12, axonemal OS=Mus musculus GN=Dnah12 PE=2 SV=2"
Ostrea_lur_contig6807	Q03442	6.00E-44	CRJ1A_TRICY Crystallin J1A OS=Tripedalia cystophora PE=1 SV=1
Ostrea_lur_contig6808	Q80VI1	1.00E-05	TRI56_MOUSE Tripartite motif-containing protein 56 OS=Mus musculus GN=Trim56 PE=1 SV=1
Ostrea_lur_contig681	Q19673	1.00E-11	TYR3_CAEEL Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=2 SV=5
Ostrea_lur_contig6813	P78563	2.00E-18	RED1_HUMAN Double-stranded RNA-specific editase 1 OS=Homo sapiens GN=ADARB1 PE=1 SV=1
Ostrea_lur_contig6816	Q9QXU2	2.00E-56	SURF1_RAT Surfeit locus protein 1 OS=Rattus norvegicus GN=Surf1 PE=2 SV=1
Ostrea_lur_contig6817	P53405	1.00E-133	ISL1_DANRE Insulin gene enhancer protein isl-1 OS=Danio rerio GN=isl1 PE=2 SV=1
Ostrea_lur_contig682	Q92574	1.00E-44	TSC1_HUMAN Hamartin OS=Homo sapiens GN=TSC1 PE=1 SV=2
Ostrea_lur_contig6823	Q95QN6	9.00E-06	YQOE_CAEEL Uncharacterized RING finger protein EEED8.16 OS=Caenorhabditis elegans GN=EEED8.16 PE=1 SV=1
Ostrea_lur_contig6828	P50336	2.00E-25	PPOX_HUMAN Protoporphyrinogen oxidase OS=Homo sapiens GN=PPOX PE=1 SV=1
Ostrea_lur_contig6829	Q9W2M2	6.00E-13	TREA_DROME Trehalase OS=Drosophila melanogaster GN=Treh PE=1 SV=1
Ostrea_lur_contig683	O77210	2.00E-95	IF4E_APLCA Eukaryotic translation initiation factor 4E OS=Aplysia californica PE=1 SV=1
Ostrea_lur_contig6831	Q91754	3.00E-40	GCKR_XENLA Glucokinase regulatory protein OS=Xenopus laevis GN=gckr PE=2 SV=1
Ostrea_lur_contig6832	P15364	3.00E-10	AMAL_DROME Protein amalgam OS=Drosophila melanogaster GN=Ama PE=1 SV=2
Ostrea_lur_contig6835	O15460	2.00E-10	P4HA2_HUMAN Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1
Ostrea_lur_contig6839	Q8MQI6	1.00E-34	ELOF1_DROME Transcription elongation factor 1 homolog OS=Drosophila melanogaster GN=CG40228 PE=1 SV=1
Ostrea_lur_contig6842	Q9HAV4	2.00E-68	XPO5_HUMAN Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1
Ostrea_lur_contig6850	P53442	8.00E-174	ALF_SCHMA Fructose-bisphosphate aldolase OS=Schistosoma mansoni PE=2 SV=1
Ostrea_lur_contig6852	Q5ZIJ9	2.00E-06	MIB2_CHICK E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus GN=MIB2 PE=2 SV=1
Ostrea_lur_contig6855	Q4R535	1.00E-66	CELF4_MACFA CUG-BP- and ETR-3-like factor 4 OS=Macaca fascicularis GN=BRUNOL4 PE=2 SV=1
Ostrea_lur_contig6857	Q15058	2.00E-11	KIF14_HUMAN Kinesin-like protein KIF14 OS=Homo sapiens GN=KIF14 PE=1 SV=1
Ostrea_lur_contig6858	Q5RA62	5.00E-159	ERCC3_PONAB TFIIH basal transcription factor complex helicase XPB subunit OS=Pongo abelii GN=ERCC3 PE=2 SV=1
Ostrea_lur_contig6859	Q32PA9	6.00E-60	FKBP2_BOVIN FK506-binding protein 2 OS=Bos taurus GN=FKBP2 PE=2 SV=1
Ostrea_lur_contig686	O13016	2.00E-34	PTN1_CHICK Tyrosine-protein phosphatase non-receptor type 1 OS=Gallus gallus GN=PTPN1 PE=2 SV=1
Ostrea_lur_contig6860	Q5JS54	1.00E-22	PSMG4_HUMAN Proteasome assembly chaperone 4 OS=Homo sapiens GN=PSMG4 PE=2 SV=2
Ostrea_lur_contig6862	Q99J99	5.00E-51	THTM_MOUSE 3-mercaptopyruvate sulfurtransferase OS=Mus musculus GN=Mpst PE=1 SV=3
Ostrea_lur_contig6863	Q9C086	1.00E-18	IN80B_HUMAN INO80 complex subunit B OS=Homo sapiens GN=INO80B PE=1 SV=2
Ostrea_lur_contig6865	O15194	4.00E-102	CTDSL_HUMAN CTD small phosphatase-like protein OS=Homo sapiens GN=CTDSPL PE=1 SV=2
Ostrea_lur_contig6866	A7Y2X0	3.00E-17	SC6A5_XENLA Sodium- and chloride-dependent glycine transporter 2 OS=Xenopus laevis GN=slc6a5 PE=2 SV=1
Ostrea_lur_contig6870	Q5T655	4.00E-83	CC147_HUMAN Coiled-coil domain-containing protein 147 OS=Homo sapiens GN=CCDC147 PE=2 SV=1
Ostrea_lur_contig6871	Q9JHX2	2.00E-62	SP5_MOUSE Transcription factor Sp5 OS=Mus musculus GN=Sp5 PE=2 SV=1
Ostrea_lur_contig6875	Q8TEP8	3.00E-10	CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens GN=CEP192 PE=1 SV=2
Ostrea_lur_contig6877	Q865F7	7.00E-06	"FABPH_MYOLU Fatty acid-binding protein, heart OS=Myotis lucifugus GN=FABP3 PE=2 SV=3"
Ostrea_lur_contig6879	Q92614	9.00E-168	MY18A_HUMAN Myosin-XVIIIa OS=Homo sapiens GN=MYO18A PE=1 SV=3
Ostrea_lur_contig6880	Q3UZ01	1.00E-73	RBM40_MOUSE RNA-binding protein 40 OS=Mus musculus GN=Rnpc3 PE=2 SV=2
Ostrea_lur_contig6882	P09851	1.00E-32	RASA1_BOVIN Ras GTPase-activating protein 1 OS=Bos taurus GN=RASA1 PE=1 SV=1
Ostrea_lur_contig6883	Q96SK2	3.00E-119	TM209_HUMAN Transmembrane protein 209 OS=Homo sapiens GN=TMEM209 PE=1 SV=2
Ostrea_lur_contig6885	Q5M8N4	3.00E-84	D39U1_MOUSE Epimerase family protein SDR39U1 OS=Mus musculus GN=Sdr39u1 PE=1 SV=1
Ostrea_lur_contig6889	C7G0B5	3.00E-20	PIF_PINFU PIF OS=Pinctada fucata PE=1 SV=1
Ostrea_lur_contig689	P92177	1.00E-131	1433E_DROME 14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2
Ostrea_lur_contig6891	Q18359	3.00E-33	NDUA5_CAEEL Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Caenorhabditis elegans GN=C33A12.1 PE=3 SV=1
Ostrea_lur_contig6892	Q16932	1.00E-151	STX_APLCA Syntaxin OS=Aplysia californica PE=2 SV=1
Ostrea_lur_contig6893	Q96FW1	7.00E-97	OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=2
Ostrea_lur_contig6894	Q5GRG2	7.00E-18	EST7_RAT Carboxylesterase 7 OS=Rattus norvegicus GN=Ces7 PE=1 SV=1
Ostrea_lur_contig6895	Q2KIR8	8.00E-151	"TDH_BOVIN L-threonine 3-dehydrogenase, mitochondrial OS=Bos taurus GN=TDH PE=2 SV=1"
Ostrea_lur_contig6897	O14522	3.00E-45	PTPRT_HUMAN Receptor-type tyrosine-protein phosphatase T OS=Homo sapiens GN=PTPRT PE=1 SV=5
Ostrea_lur_contig69	Q4PMB3	5.00E-79	RS4_IXOSC 40S ribosomal protein S4 OS=Ixodes scapularis GN=RpS4 PE=2 SV=1
Ostrea_lur_contig690	Q9LQU4	3.00E-09	Y1487_ARATH Uncharacterized protein At1g14870 OS=Arabidopsis thaliana GN=At1g14870 PE=1 SV=1
Ostrea_lur_contig6900	Q567Z6	7.00E-55	CRIPT_DANRE Cysteine-rich PDZ-binding protein OS=Danio rerio GN=cript PE=3 SV=1
Ostrea_lur_contig6903	Q67FW5	6.00E-12	"B3GNL_HUMAN UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1 OS=Homo sapiens GN=B3GNTL1 PE=2 SV=1"
Ostrea_lur_contig6905	Q96DH6	4.00E-66	MSI2H_HUMAN RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1
Ostrea_lur_contig6906	Q54XP6	4.00E-05	IF2P_DICDI Eukaryotic translation initiation factor 5B OS=Dictyostelium discoideum GN=eif5b PE=3 SV=1
Ostrea_lur_contig6910	Q9HBI5	2.00E-06	CC014_HUMAN Uncharacterized protein C3orf14 OS=Homo sapiens GN=C3orf14 PE=2 SV=1
Ostrea_lur_contig6911	Q6DFS6	5.00E-103	CHM2A_XENTR Charged multivesicular body protein 2a OS=Xenopus tropicalis GN=chmp2a PE=2 SV=1
Ostrea_lur_contig6912	Q9C0C7	1.00E-64	AMRA1_HUMAN Activating molecule in BECN1-regulated autophagy protein 1 OS=Homo sapiens GN=AMBRA1 PE=1 SV=2
Ostrea_lur_contig6913	Q19673	6.00E-08	TYR3_CAEEL Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=2 SV=5
Ostrea_lur_contig6918	A7Y2W8	9.00E-09	SC6A9_XENLA Sodium- and chloride-dependent glycine transporter 1 OS=Xenopus laevis GN=slc6a9 PE=2 SV=1
Ostrea_lur_contig6920	Q8R323	0	RFC3_MOUSE Replication factor C subunit 3 OS=Mus musculus GN=Rfc3 PE=2 SV=1
Ostrea_lur_contig6922	O60508	7.00E-113	PRP17_HUMAN Pre-mRNA-processing factor 17 OS=Homo sapiens GN=CDC40 PE=1 SV=1
Ostrea_lur_contig6923	Q8K0U4	2.00E-69	HS12A_MOUSE Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1
Ostrea_lur_contig6926	Q28E61	4.00E-36	NSUN2_XENTR tRNA (cytosine-5-)-methyltransferase NSUN2 OS=Xenopus tropicalis GN=nsun2 PE=2 SV=1
Ostrea_lur_contig6935	Q869L3	7.00E-05	MDN1_DICDI Midasin OS=Dictyostelium discoideum GN=mdn1 PE=3 SV=2
Ostrea_lur_contig6938	Q505H4	2.00E-16	VWC2L_MOUSE von Willebrand factor C domain-containing protein 2-like OS=Mus musculus GN=Vwc2l PE=2 SV=1
Ostrea_lur_contig6939	Q8VDI9	2.00E-80	"ALG9_MOUSE Alpha-1,2-mannosyltransferase ALG9 OS=Mus musculus GN=Alg9 PE=2 SV=1"
Ostrea_lur_contig6940	Q8WUA2	2.00E-123	PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1
Ostrea_lur_contig6943	O88545	3.00E-159	CSN6_MOUSE COP9 signalosome complex subunit 6 OS=Mus musculus GN=Cops6 PE=1 SV=1
Ostrea_lur_contig6945	Q2L6K8	5.00E-49	CNPY4_DANRE Protein canopy 4 OS=Danio rerio GN=cnpy4 PE=2 SV=1
Ostrea_lur_contig6947	Q28J59	3.00E-118	CG046_XENTR Uncharacterized protein C7orf46 homolog OS=Xenopus tropicalis GN=TNeu087m24.1 PE=2 SV=1
Ostrea_lur_contig6949	Q5ZL19	2.00E-23	STX6_CHICK Syntaxin-6 OS=Gallus gallus GN=STX6 PE=2 SV=1
Ostrea_lur_contig695	P63100	2.00E-95	CANB1_RAT Calcineurin subunit B type 1 OS=Rattus norvegicus GN=Ppp3r1 PE=1 SV=2
Ostrea_lur_contig6950	Q80V31	2.00E-51	K0562_MOUSE Uncharacterized protein KIAA0562 OS=Mus musculus GN=Kiaa0562 PE=1 SV=1
Ostrea_lur_contig6951	A7SMR0	2.00E-29	MEIG1_NEMVE Meiosis expressed gene 1 protein homolog OS=Nematostella vectensis GN=v1g237368 PE=3 SV=1
Ostrea_lur_contig6954	Q04735	2.00E-135	PCTK1_MOUSE Serine/threonine-protein kinase PCTAIRE-1 OS=Mus musculus GN=Pctk1 PE=1 SV=1
Ostrea_lur_contig6955	P02594	1.00E-67	CALM_ELEEL Calmodulin OS=Electrophorus electricus GN=calm PE=2 SV=2
Ostrea_lur_contig6956	P21927	2.00E-06	CHLE_RABIT Cholinesterase OS=Oryctolagus cuniculus GN=BCHE PE=2 SV=1
Ostrea_lur_contig6957	Q6DIV5	1.00E-05	PAMR1_XENTR Inactive serine protease PAMR1 OS=Xenopus tropicalis GN=pamr1 PE=2 SV=1
Ostrea_lur_contig6958	P34146	4.00E-47	RAC1C_DICDI Rho-related protein rac1C OS=Dictyostelium discoideum GN=rac1C PE=1 SV=2
Ostrea_lur_contig696	Q8WXX0	2.00E-140	"DYH7_HUMAN Dynein heavy chain 7, axonemal OS=Homo sapiens GN=DNAH7 PE=1 SV=1"
Ostrea_lur_contig6960	A2RRD8	3.00E-31	ZN320_HUMAN Zinc finger protein 320 OS=Homo sapiens GN=ZNF320 PE=2 SV=1
Ostrea_lur_contig6961	P37801	5.00E-23	CLPH_ONCVO Calponin homolog OV9M OS=Onchocerca volvulus PE=2 SV=2
Ostrea_lur_contig6963	Q5I0S6	2.00E-72	ATG3_XENTR Autophagy-related protein 3 OS=Xenopus tropicalis GN=atg3 PE=2 SV=1
Ostrea_lur_contig6964	Q5R613	1.00E-180	SNX6_PONAB Sorting nexin-6 OS=Pongo abelii GN=SNX6 PE=2 SV=1
Ostrea_lur_contig6965	Q2M1K9	6.00E-14	ZN423_HUMAN Zinc finger protein 423 OS=Homo sapiens GN=ZNF423 PE=1 SV=1
Ostrea_lur_contig6967	P70711	9.00E-36	U2D2B_RAT Ubiquitin-conjugating enzyme E2 D2B OS=Rattus norvegicus GN=Ube2d2b PE=2 SV=1
Ostrea_lur_contig6968	Q5R684	4.00E-116	UBQL1_PONAB Ubiquilin-1 OS=Pongo abelii GN=UBQLN1 PE=2 SV=1
Ostrea_lur_contig697	Q8ND61	4.00E-08	CC020_HUMAN Uncharacterized protein C3orf20 OS=Homo sapiens GN=C3orf20 PE=2 SV=2
Ostrea_lur_contig6971	Q6P8Y1	4.00E-09	CAPSL_MOUSE Calcyphosin-like protein OS=Mus musculus GN=Capsl PE=2 SV=4
Ostrea_lur_contig6976	Q61425	3.00E-127	"HCDH_MOUSE Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus GN=Hadh PE=1 SV=2"
Ostrea_lur_contig6977	P25067	7.00E-10	CO8A2_HUMAN Collagen alpha-2(VIII) chain OS=Homo sapiens GN=COL8A2 PE=1 SV=2
Ostrea_lur_contig6979	O73888	3.00E-16	PTGD2_CHICK Glutathione-requiring prostaglandin D synthase OS=Gallus gallus GN=PTGDS2 PE=2 SV=3
Ostrea_lur_contig698	P09848	9.00E-40	LPH_HUMAN Lactase-phlorizin hydrolase OS=Homo sapiens GN=LCT PE=1 SV=2
Ostrea_lur_contig6981	P55201	0	BRPF1_HUMAN Peregrin OS=Homo sapiens GN=BRPF1 PE=1 SV=2
Ostrea_lur_contig6986	Q9BLG0	2.00E-54	TNNC_TODPA Troponin C OS=Todarodes pacificus PE=1 SV=3
Ostrea_lur_contig6987	Q4R6X9	4.00E-146	LRC48_MACFA Leucine-rich repeat-containing protein 48 OS=Macaca fascicularis GN=LRRC48 PE=2 SV=1
Ostrea_lur_contig6989	A7RZW4	0	DPP3_NEMVE Dipeptidyl-peptidase 3 OS=Nematostella vectensis GN=dpp3 PE=3 SV=1
Ostrea_lur_contig6990	P53042	0	PPP5_RAT Serine/threonine-protein phosphatase 5 OS=Rattus norvegicus GN=Ppp5c PE=2 SV=1
Ostrea_lur_contig6993	Q4FZQ6	6.00E-73	PR38A_XENLA Pre-mRNA-splicing factor 38A OS=Xenopus laevis GN=prpf38a PE=2 SV=1
Ostrea_lur_contig6994	Q8CHJ2	3.00E-07	AQP12_MOUSE Aquaporin-12 OS=Mus musculus GN=Aqp12 PE=2 SV=1
Ostrea_lur_contig7	A6H782	3.00E-133	TEKT3_BOVIN Tektin-3 OS=Bos taurus GN=TEKT3 PE=2 SV=1
Ostrea_lur_contig70	Q00341	0	VIGLN_HUMAN Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2
Ostrea_lur_contig700	P27118	1.00E-145	DCOR_CHICK Ornithine decarboxylase (Fragment) OS=Gallus gallus GN=ODC1 PE=2 SV=1
Ostrea_lur_contig7001	Q6GMH0	1.00E-56	PRP18_DANRE Pre-mRNA-splicing factor 18 OS=Danio rerio GN=prpf18 PE=2 SV=1
Ostrea_lur_contig7003	Q06827	2.00E-45	CATR_SCHDU Caltractin OS=Scherffelia dubia PE=2 SV=1
Ostrea_lur_contig7007	Q9C0G6	6.00E-35	"DYH6_HUMAN Dynein heavy chain 6, axonemal OS=Homo sapiens GN=DNAH6 PE=1 SV=3"
Ostrea_lur_contig701	P49395	1.00E-138	RS3A_APLCA 40S ribosomal protein S3a OS=Aplysia californica GN=RPS3A PE=3 SV=2
Ostrea_lur_contig7010	A2AIV2	6.00E-36	VIR_MOUSE Protein virilizer homolog OS=Mus musculus GN=Kiaa1429 PE=1 SV=1
Ostrea_lur_contig7011	Q7TQH0	6.00E-07	ATX2L_MOUSE Ataxin-2-like protein OS=Mus musculus GN=Atxn2l PE=1 SV=1
Ostrea_lur_contig7012	Q9W596	2.00E-08	FUTSC_DROME Microtubule-associated protein futsch OS=Drosophila melanogaster GN=futsch PE=1 SV=4
Ostrea_lur_contig7015	Q9U641	3.00E-16	CMFB_DICDI Conditioned medium factor receptor 1 OS=Dictyostelium discoideum GN=cmfB PE=1 SV=1
Ostrea_lur_contig7018	O95825	3.00E-62	QORL1_HUMAN Quinone oxidoreductase-like protein 1 OS=Homo sapiens GN=CRYZL1 PE=1 SV=2
Ostrea_lur_contig7025	A7SXZ6	4.00E-149	OSGEP_NEMVE Probable O-sialoglycoprotein endopeptidase OS=Nematostella vectensis GN=osgep PE=3 SV=1
Ostrea_lur_contig7026	P09211	1.00E-13	GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2
Ostrea_lur_contig7028	Q8TD19	2.00E-70	NEK9_HUMAN Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2
Ostrea_lur_contig703	Q3V096	5.00E-138	ANR42_MOUSE Ankyrin repeat domain-containing protein 42 OS=Mus musculus GN=Ankrd42 PE=2 SV=1
Ostrea_lur_contig7031	P98088	8.00E-07	MUC5A_HUMAN Mucin-5AC (Fragments) OS=Homo sapiens GN=MUC5AC PE=1 SV=3
Ostrea_lur_contig7032	P0AGE7	1.00E-08	YIEF_ECO57 Uncharacterized protein yieF OS=Escherichia coli O157:H7 GN=yieF PE=3 SV=1
Ostrea_lur_contig7033	Q0P6H9	4.00E-71	TMM62_HUMAN Transmembrane protein 62 OS=Homo sapiens GN=TMEM62 PE=1 SV=1
Ostrea_lur_contig7034	Q96A49	2.00E-58	SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens GN=SYAP1 PE=1 SV=1
Ostrea_lur_contig7041	Q9U6A1	4.00E-59	PROS_DROVI Homeobox protein prospero OS=Drosophila virilis GN=pros PE=3 SV=1
Ostrea_lur_contig7045	Q6ZPY2	4.00E-65	SMG5_MOUSE Protein SMG5 OS=Mus musculus GN=Smg5 PE=2 SV=2
Ostrea_lur_contig7047	P70705	0	ATP7A_RAT Copper-transporting ATPase 1 OS=Rattus norvegicus GN=Atp7a PE=1 SV=1
Ostrea_lur_contig7049	Q7PCJ9	7.00E-11	SAT2_PIG Diamine acetyltransferase 2 OS=Sus scrofa GN=SAT2 PE=2 SV=1
Ostrea_lur_contig705	O15162	4.00E-07	PLS1_HUMAN Phospholipid scramblase 1 OS=Homo sapiens GN=PLSCR1 PE=1 SV=1
Ostrea_lur_contig7050	Q2NL00	9.00E-18	GSTT1_BOVIN Glutathione S-transferase theta-1 OS=Bos taurus GN=GSTT1 PE=2 SV=3
Ostrea_lur_contig7052	B5DF07	1.00E-08	MRRP3_RAT Mitochondrial ribonuclease P protein 3 OS=Rattus norvegicus GN=Mrpp3 PE=2 SV=1
Ostrea_lur_contig7059	Q55FM5	5.00E-20	MTPN_DICDI Myotrophin homolog OS=Dictyostelium discoideum GN=mtpn PE=3 SV=1
Ostrea_lur_contig7060	Q3SWY2	5.00E-18	ILK_BOVIN Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1
Ostrea_lur_contig7061	Q7Z4L5	0	TT21B_HUMAN Tetratricopeptide repeat protein 21B OS=Homo sapiens GN=TTC21B PE=2 SV=1
Ostrea_lur_contig7063	Q4V7N2	6.00E-41	NSUN2_XENLA tRNA (cytosine-5-)-methyltransferase NSUN2 OS=Xenopus laevis GN=nsun2 PE=2 SV=1
Ostrea_lur_contig7064	Q6NUB3	1.00E-20	S22AF_XENLA Solute carrier family 22 member 15 OS=Xenopus laevis GN=slc22a15 PE=2 SV=2
Ostrea_lur_contig7065	O43679	3.00E-67	LDB2_HUMAN LIM domain-binding protein 2 OS=Homo sapiens GN=LDB2 PE=1 SV=1
Ostrea_lur_contig7067	Q66I08	9.00E-16	OSTA_DANRE Organic solute transporter subunit alpha OS=Danio rerio GN=osta PE=2 SV=1
Ostrea_lur_contig7070	O01761	1.00E-17	UNC89_CAEEL Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3
Ostrea_lur_contig7071	P78417	7.00E-24	GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2
Ostrea_lur_contig7075	P62255	5.00E-82	UB2G1_RAT Ubiquitin-conjugating enzyme E2 G1 OS=Rattus norvegicus GN=Ube2g1 PE=2 SV=3
Ostrea_lur_contig7079	Q7SYJ9	5.00E-57	SPAG7_DANRE Sperm-associated antigen 7 homolog OS=Danio rerio GN=spag7 PE=1 SV=1
Ostrea_lur_contig708	P84169	3.00E-170	PSD13_CHICK 26S proteasome non-ATPase regulatory subunit 13 OS=Gallus gallus GN=PSMD13 PE=1 SV=1
Ostrea_lur_contig7080	Q8Q0U0	9.00E-19	Y045_METMA Putative ankyrin repeat protein MM_0045 OS=Methanosarcina mazei GN=MM_0045 PE=4 SV=1
Ostrea_lur_contig7085	Q499D0	2.00E-61	FOXN3_MOUSE Forkhead box protein N3 OS=Mus musculus GN=Foxn3 PE=1 SV=1
Ostrea_lur_contig7088	Q9NU22	1.00E-09	MDN1_HUMAN Midasin OS=Homo sapiens GN=MDN1 PE=1 SV=2
Ostrea_lur_contig7092	Q6A098	3.00E-31	SBP2L_MOUSE SECIS-binding protein 2-like OS=Mus musculus GN=Secisbp2l PE=1 SV=2
Ostrea_lur_contig7096	Q6PAQ4	1.00E-68	REXO4_MOUSE RNA exonuclease 4 OS=Mus musculus GN=Rexo4 PE=2 SV=2
Ostrea_lur_contig7097	O94913	2.00E-55	PCF11_HUMAN Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens GN=PCF11 PE=1 SV=3
Ostrea_lur_contig7098	Q32PI6	4.00E-65	"RM04_BOVIN 39S ribosomal protein L4, mitochondrial OS=Bos taurus GN=MRPL4 PE=1 SV=1"
Ostrea_lur_contig7099	Q03692	8.00E-06	COAA1_HUMAN Collagen alpha-1(X) chain OS=Homo sapiens GN=COL10A1 PE=1 SV=2
Ostrea_lur_contig71	Q6DJB3	7.00E-131	DEFI8_XENTR Differentially expressed in FDCP 8 homolog OS=Xenopus tropicalis GN=def8 PE=2 SV=1
Ostrea_lur_contig7101	Q6ZQL4	1.00E-79	WDR43_MOUSE WD repeat-containing protein 43 OS=Mus musculus GN=Wdr43 PE=1 SV=2
Ostrea_lur_contig7104	Q9UIW2	2.00E-52	PLXA1_HUMAN Plexin-A1 OS=Homo sapiens GN=PLXNA1 PE=1 SV=2
Ostrea_lur_contig7106	Q07553	3.00E-45	GCY3E_DROME Guanylate cyclase 32E OS=Drosophila melanogaster GN=Gyc32E PE=1 SV=4
Ostrea_lur_contig7109	Q9CYH6	2.00E-100	RRS1_MOUSE Ribosome biogenesis regulatory protein homolog OS=Mus musculus GN=Rrs1 PE=2 SV=1
Ostrea_lur_contig711	Q02543	4.00E-89	RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2
Ostrea_lur_contig7113	Q8CIY2	6.00E-29	DUOX1_RAT Dual oxidase 1 OS=Rattus norvegicus GN=Duox1 PE=1 SV=1
Ostrea_lur_contig7115	P29957	2.00E-22	AMY_PSEHA Alpha-amylase OS=Pseudoalteromonas haloplanktis GN=amy PE=1 SV=3
Ostrea_lur_contig7116	Q5RB35	8.00E-31	MKLN1_PONAB Muskelin OS=Pongo abelii GN=MKLN1 PE=2 SV=1
Ostrea_lur_contig7118	Q7TQP6	2.00E-35	TNI3K_RAT Serine/threonine-protein kinase TNNI3K OS=Rattus norvegicus GN=Tnni3k PE=2 SV=3
Ostrea_lur_contig7119	O54834	2.00E-79	RHG06_MOUSE Rho GTPase-activating protein 6 OS=Mus musculus GN=Arhgap6 PE=1 SV=3
Ostrea_lur_contig712	O09131	6.00E-51	GSTO1_MOUSE Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2
Ostrea_lur_contig7122	Q05047	4.00E-41	C72A1_CATRO Secologanin synthase OS=Catharanthus roseus GN=CYP72A1 PE=2 SV=1
Ostrea_lur_contig7124	Q16959	0	"DYI2_ANTCR Dynein intermediate chain 2, ciliary OS=Anthocidaris crassispina PE=2 SV=1"
Ostrea_lur_contig7126	Q9ERI6	6.00E-66	RDH14_MOUSE Retinol dehydrogenase 14 OS=Mus musculus GN=Rdh14 PE=1 SV=1
Ostrea_lur_contig713	Q7RTR2	2.00E-05	NLRC3_HUMAN Protein NLRC3 OS=Homo sapiens GN=NLRC3 PE=2 SV=2
Ostrea_lur_contig7134	P24014	2.00E-110	SLIT_DROME Protein slit OS=Drosophila melanogaster GN=sli PE=1 SV=2
Ostrea_lur_contig7135	Q9VTU0	1.00E-45	KRI1_DROME Protein KRI1 homolog OS=Drosophila melanogaster GN=CG5645 PE=1 SV=1
Ostrea_lur_contig7136	O01761	1.00E-33	UNC89_CAEEL Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3
Ostrea_lur_contig7138	Q3ZC89	0	AMPM2_BOVIN Methionine aminopeptidase 2 OS=Bos taurus GN=METAP2 PE=2 SV=1
Ostrea_lur_contig7139	Q15573	2.00E-31	TAF1A_HUMAN TATA box-binding protein-associated factor RNA polymerase I subunit A OS=Homo sapiens GN=TAF1A PE=1 SV=1
Ostrea_lur_contig7141	Q99570	2.00E-152	PI3R4_HUMAN Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3
